No.,Object Name,RA,DEC,Type,Velocity,Redshift,Redshift Flag,Magnitude and Filter,Separation,References,Notes,Photometry Points,Positions,Redshift Points,Diameter Points,Associations
1,WISEA J030659.04-072531.5,46.74604,-7.42544,IrS,,,,     ,0.0,0,0,12,1,0,0,0
2,WISEA J030659.05-073952.2,46.74606,-7.66451,*,,,,15.9g,0.0,0,0,27,4,0,4,0
3,WISEA J030659.09-074720.9,46.74613,-7.78921,*,,,,19.6g,0.0,0,0,17,2,0,4,0
4,WISEA J030659.07-081054.8,46.74614,-8.18189,IrS,,,,     ,0.0,0,0,12,1,0,0,0
5,WISEA J030659.07-073721.7,46.74614,-7.6227,IrS,,,,     ,0.0,0,0,12,1,0,0,0
6,WISEA J030659.07-071317.5,46.74614,-7.22155,*,,,,20.4g,0.0,0,0,23,3,0,4,0
7,SDSS J030659.07-074813.7,46.74614,-7.80382,*,,,,22.0g,0.0,0,0,5,1,0,4,0
8,WISEA J030659.08-080615.0,46.74617,-8.10417,G,,,,21.9g,0.0,0,0,27,2,0,3,0
9,WISEA J030659.03-075011.3,46.74619,-7.83643,*,,,,21.0g,0.0,0,0,17,2,0,4,0
10,WISEA J030659.09-073210.3,46.74623,-7.5362,IrS,,,,     ,0.0,0,0,12,1,0,0,0
11,WISEA J030659.10-075136.8,46.74626,-7.86025,IrS,,,,     ,0.0,0,0,12,1,0,0,0
12,WISEA J030659.10-075340.2,46.74628,-7.89451,IrS,,,,     ,0.0,0,0,12,1,0,0,0
13,WISEA J030659.11-074420.6,46.74633,-7.73906,G,,,,19.5g,0.0,0,0,34,4,0,4,0
14,SDSS J030659.12-074853.3,46.74635,-7.81482,G,,,,22.4g,0.0,0,0,15,1,0,4,0
15,WISEA J030659.12-081253.8,46.74635,-8.21496,IrS,,,,     ,0.0,0,0,12,1,0,0,0
16,WISEA J030659.13-082248.5,46.74641,-8.38016,*,,,,20.1g,0.0,0,0,23,3,0,4,0
17,WISEA J030659.15-072740.9,46.74648,-7.46138,G,,,,19.0g,0.0,1,0,33,3,0,4,0
18,SDSS J030659.15-081717.6,46.74649,-8.28825,*,,,,22.5g,0.0,0,0,5,1,0,4,0
19,WISEA J030659.15-081343.1,46.74649,-8.22864,*,,,,22.6g,0.0,0,0,17,2,0,4,0
20,WISEA J030659.18-074637.4,46.74651,-7.77708,*,,,,22.3g,0.0,0,0,17,2,0,4,0
21,WISEA J030659.18-074138.6,46.74661,-7.69408,G,10884.0,0.036305,SLS ,17.7g,0.0,12,0,41,7,4,4,0
22,WISEA J030659.19-081007.2,46.74664,-8.16868,IrS,,,,     ,0.0,0,0,12,1,0,0,0
23,WISEA J030659.19-071610.9,46.74665,-7.26971,G,,,,23.4g,0.0,0,0,27,2,0,4,0
24,WISEA J030659.21-073313.2,46.74673,-7.55367,*,,,,18.6g,0.0,0,0,23,3,0,4,0
25,WISEA J030659.22-082604.0,46.74677,-8.43445,IrS,,,,     ,0.0,0,0,12,1,0,0,0
26,WISEA J030659.23-080807.3,46.74683,-8.13539,*,,,,21.6g,0.0,0,0,17,2,0,4,0
27,WISEA J030659.23-074535.6,46.74683,-7.75991,*,,,,14.0g,0.0,0,0,31,5,0,4,0
28,WISEA J030659.24-080937.5,46.74687,-8.16044,*,,,,22.3g,0.0,0,0,23,3,0,4,0
29,WISEA J030659.26-073918.3,46.74694,-7.65509,IrS,,,,     ,0.0,0,0,12,1,0,0,0
30,WISEA J030659.24-080631.9,46.74694,-8.10886,G,,,,22.4g,0.0,0,0,27,2,0,4,0
31,SDSS J030659.27-082911.8,46.74696,-8.48662,G,,,,21.6g,0.0,0,0,15,1,0,4,0
32,SDSS J030659.28-072844.3,46.74704,-7.47899,G,,,,22.4g,0.0,0,0,15,1,0,4,0
33,SDSS J030659.30-073545.9,46.7471,-7.5961,G,,,,21.6g,0.0,0,0,15,1,0,4,0
34,SDSS J030659.30-080256.4,46.74712,-8.04901,G,,,,22.5g,0.0,0,0,15,1,0,4,0
35,WISEA J030659.32-080253.3,46.74717,-8.04816,IrS,,,,     ,0.0,0,0,12,1,0,0,0
36,APMUKS(BJ) B030432.00-073920.8,46.74719,-7.46391,GGroup,,,,17.52,0.0,0,0,1,1,0,0,1
37,WISEA J030659.32-073514.4,46.7472,-7.58734,IrS,,,,     ,0.0,0,0,12,1,0,0,0
38,WISEA J030659.32-075314.0,46.74721,-7.88723,IrS,,,,     ,0.0,0,0,12,1,0,0,0
39,WISEA J030659.35-071227.8,46.74722,-7.2077,G,,,,24.0g,0.0,0,0,27,2,0,4,0
40,WISEA J030659.38-072432.1,46.74724,-7.40884,*,,,,23.6g,0.0,0,0,17,2,0,4,0
41,SDSS J030659.34-071828.0,46.74727,-7.30779,G,,,,21.2g,0.0,0,0,19,2,0,4,0
42,WISEA J030659.37-071825.8,46.74738,-7.30718,IrS,,,,     ,0.0,0,0,12,1,0,0,0
43,WISEA J030659.37-074038.5,46.74741,-7.67737,G,,,,21.9g,0.0,0,0,27,2,0,4,0
44,APMUKS(BJ) B030431.86-072544.7,46.74742,-7.23721,G,,,,20.48,0.0,0,0,1,1,0,0,0
45,WISEA J030659.38-073444.6,46.74742,-7.57907,IrS,,,,     ,0.0,0,0,12,1,0,0,0
46,WISEA J030659.39-075501.1,46.74746,-7.917,IrS,,,,     ,0.0,0,0,12,1,0,0,0
47,WISEA J030659.40-074346.9,46.74746,-7.72992,G,,,,22.6g,0.0,0,0,27,2,0,4,0
48,WISEA J030659.39-073936.4,46.74749,-7.66011,IrS,,,,     ,0.0,0,0,12,1,0,0,0
49,SDSS J030659.40-074243.5,46.74751,-7.7121,G,,,,22.5g,0.0,0,0,15,1,0,4,0
50,WISEA J030659.41-073904.5,46.74757,-7.65127,IrS,,,,     ,0.0,0,0,12,1,0,0,0
51,2MASX J03065942-0826299,46.74762,-8.44167,G,,,,15.06,0.0,0,0,9,1,0,2,2
52,WISEA J030659.44-080914.4,46.74768,-8.15401,IrS,,,,     ,0.0,0,0,12,1,0,0,0
53,SDSS J030659.44-082627.2,46.74771,-8.4409,*,,,,19.0g,0.0,0,0,5,1,0,4,1
54,WISEA J030659.45-082539.2,46.74771,-8.42757,*,,,,22.9g,0.0,0,0,17,2,0,4,0
55,WISEA J030659.36-081309.1,46.74775,-8.21928,G,,,,22.7g,0.0,0,0,27,2,0,3,0
56,SDSS J030659.46-072522.1,46.74775,-7.42282,G,,,,22.3g,0.0,0,0,15,1,0,4,0
57,WISEA J030659.46-082630.1,46.74776,-8.44171,*,,,,20.2g,0.0,0,0,23,3,0,4,1
58,WISEA J030659.48-082639.8,46.74785,-8.4444,IrS,,,,     ,0.0,0,0,12,1,0,0,0
59,WISEA J030659.49-072712.5,46.74788,-7.45348,IrS,,,,     ,0.0,0,0,12,1,0,0,0
60,WISEA J030659.49-072441.3,46.74789,-7.41148,IrS,,,,     ,0.0,0,0,12,1,0,0,0
61,WISEA J030659.50-082801.1,46.74794,-8.46698,G,,,,23.2g,0.0,3,0,27,2,0,4,0
62,WISEA J030659.50-082834.1,46.74795,-8.47616,IrS,,,,     ,0.0,0,0,12,1,0,0,0
63,WISEA J030659.47-080139.9,46.74796,-8.02808,G,,,,22.7g,0.0,0,0,27,2,0,4,0
64,SDSSCGB 00063,46.74797,-7.46455,GGroup,36755.0,0.1226,SUN ,15.81,0.0,4,0,0,4,6,0,0
65,SDSS J030659.51-080946.0,46.748,-8.1628,G,,,,24.6g,0.0,0,0,15,1,0,4,0
66,WISEA J030659.52-081042.5,46.74803,-8.17848,G,,,,22.2g,0.0,0,0,27,2,0,4,0
67,WISEA J030659.52-073047.0,46.74803,-7.51307,IrS,,,,     ,0.0,0,0,12,1,0,0,0
68,WISEA J030659.55-072752.0,46.74805,-7.46454,G,36514.0,0.121799,SLS ,17.2g,0.0,19,0,62,10,9,10,1
69,WISEA J030659.53-073353.1,46.74807,-7.56477,UvS,,,,     ,0.0,0,0,16,2,0,0,0
70,WISEA J030659.53-082325.0,46.74807,-8.39029,IrS,,,,     ,0.0,0,0,12,1,0,0,0
71,WISEA J030659.55-072342.7,46.74812,-7.39521,G,,,,21.4g,0.0,0,0,27,2,0,4,0
72,WISEA J030659.53-075910.6,46.74826,-7.98613,G,,,,22.9g,0.0,0,0,27,2,0,4,0
73,WISEA J030659.58-074102.4,46.74829,-7.68402,IrS,,,,     ,0.0,0,0,12,1,0,0,0
74,SDSS J030659.59-072850.5,46.7483,-7.48071,G,,,,22.2g,0.0,0,0,15,1,0,4,0
75,SDSS J030659.59-071321.9,46.74831,-7.22275,*,,,,22.2g,0.0,0,0,5,1,0,4,0
76,WISEA J030659.65-080210.7,46.74856,-8.03633,IrS,,,,     ,0.0,0,0,12,1,0,0,0
77,SDSS J030659.66-082519.8,46.7486,-8.42218,*,,,,20.0g,0.0,0,0,8,2,0,4,0
78,SDSS J030659.68-072602.5,46.74867,-7.43405,G,,,,22.2g,0.0,0,0,15,1,0,3,0
79,SDSS J030659.71-075335.4,46.74881,-7.89318,G,,,,22.6g,0.0,0,0,15,1,0,4,0
80,SDSS J030659.71-081205.0,46.74882,-8.2014,G,,,,22.0g,0.0,0,0,15,1,0,4,0
81,WISEA J030659.72-082303.8,46.74884,-8.38441,IrS,,,,     ,0.0,0,0,12,1,0,0,0
82,WISEA J030659.73-073846.6,46.74889,-7.64628,IrS,,,,     ,0.0,0,0,12,1,0,0,0
83,WISEA J030659.74-074841.8,46.74892,-7.81163,*,,,,21.8g,0.0,0,0,17,2,0,4,0
84,WISEA J030659.74-074116.8,46.74894,-7.688,IrS,,,,     ,0.0,0,0,12,1,0,0,0
85,WISEA J030659.75-072911.5,46.74896,-7.48653,G,36883.0,0.123029,SLS ,18.3g,0.0,12,0,48,7,4,6,0
86,WISEA J030659.75-074942.6,46.74896,-7.82852,IrS,,,,     ,0.0,0,0,12,1,0,0,0
87,SDSS J030659.75-073001.7,46.74899,-7.50048,G,,,,23.1g,0.0,0,0,15,1,0,4,0
88,WISEA J030659.77-074209.0,46.74907,-7.70252,*,,,,15.9g,0.0,0,0,23,3,0,4,0
89,WISEA J030659.80-080634.8,46.74917,-8.10968,IrS,,,,     ,0.0,0,0,12,1,0,0,0
90,WISEA J030659.80-075348.3,46.74917,-7.89676,*,,,,21.6g,0.0,0,0,23,3,0,3,0
91,MSPM 07890,46.7492,-7.4865,GClstr,36440.0,0.12155,MUN ,     ,0.0,1,0,0,1,1,0,0
92,WISEA J030659.80-071748.3,46.7492,-7.29676,IrS,,,,     ,0.0,0,0,12,1,0,0,0
93,WISEA J030659.81-071959.8,46.74921,-7.33328,IrS,,,,     ,0.0,0,0,12,1,0,0,0
94,WISEA J030659.82-081507.6,46.74928,-8.25213,IrS,,,,     ,0.0,0,0,12,1,0,0,0
95,WISEA J030659.79-072606.6,46.74931,-7.43564,G,,,,22.7g,0.0,0,0,27,2,0,4,0
96,WISEA J030659.83-074026.8,46.74932,-7.67414,IrS,,,,     ,0.0,0,0,12,1,0,0,0
97,SDSS J030659.84-080354.8,46.74936,-8.06524,G,,,,22.4g,0.0,0,0,15,1,0,4,0
98,WISEA J030659.84-081608.9,46.74936,-8.26916,*,,,,23.2g,0.0,0,0,17,2,0,4,0
99,WISEA J030659.83-075540.4,46.74939,-7.92821,*,,,,19.5g,0.0,0,0,17,2,0,4,0
100,WISEA J030659.85-071254.7,46.7494,-7.21521,IrS,,,,     ,0.0,0,0,12,1,0,0,0
101,WISEA J030659.85-080303.8,46.74941,-8.05107,*,,,,23.3g,0.0,0,0,21,3,0,4,0
102,WISEA J030659.86-075828.1,46.74944,-7.97448,G,,,,21.0g,0.0,0,0,33,3,0,4,0
103,SDSS J030659.86-074549.6,46.74946,-7.76378,G,,,,22.4g,0.0,0,0,15,1,0,4,0
104,WISEA J030659.88-081246.5,46.74952,-8.21294,IrS,,,,     ,0.0,0,0,12,1,0,0,0
105,SDSS J030659.89-072824.0,46.74956,-7.47334,*,,,,24.8g,0.0,0,0,5,1,0,4,0
106,WISEA J030659.90-081354.0,46.74959,-8.23194,*,,,,23.2g,0.0,0,0,17,2,0,4,0
107,WISEA J030659.90-082414.7,46.7496,-8.4041,IrS,,,,     ,0.0,0,0,12,1,0,0,0
108,SDSS J030659.90-072001.5,46.74961,-7.33377,G,,,,21.6g,0.0,0,0,19,2,0,4,0
109,WISEA J030659.92-081049.6,46.74968,-8.18046,*,,,,22.4g,0.0,0,0,17,2,0,4,0
110,SDSS J030659.92-081911.0,46.74969,-8.31975,G,,,,22.2g,0.0,0,0,15,1,0,4,0
111,WISEA J030659.93-074410.0,46.74973,-7.73612,G,,,,19.2g,0.0,0,0,28,3,0,4,0
112,WISEA J030659.89-073604.8,46.74975,-7.60133,G,,,,20.8g,0.0,0,0,31,3,0,4,0
113,WISEA J030659.96-073713.2,46.74987,-7.62034,IrS,,,,     ,0.0,0,0,12,1,0,0,0
114,WISEA J030659.97-080345.8,46.74989,-8.06274,IrS,,,,     ,0.0,0,0,12,1,0,0,0
115,WISEA J030659.98-073124.7,46.74993,-7.52354,IrS,,,,     ,0.0,0,0,12,1,0,0,0
116,WISEA J030700.00-082816.0,46.75001,-8.47115,G,,,,21.9g,0.0,0,0,27,2,0,4,0
117,SDSS J030700.00-081307.5,46.75002,-8.21877,G,,,,23.0g,0.0,0,0,15,1,0,4,0
118,WISEA J030700.02-081837.9,46.75003,-8.31049,G,,,,21.8g,0.0,0,0,27,2,0,4,0
119,WISEA J030700.02-082347.7,46.7501,-8.3966,IrS,,,,     ,0.0,0,0,12,1,0,0,0
120,WISEA J030700.02-081427.8,46.75012,-8.24108,IrS,,,,     ,0.0,0,0,12,1,0,0,0
121,SDSS J030700.03-073715.8,46.75014,-7.62107,G,,,,20.9g,0.0,0,0,15,1,0,4,0
122,SDSS J030700.03-073755.6,46.75015,-7.63214,G,,,,20.4g,0.0,0,0,15,1,0,3,0
123,WISEA J030700.05-072544.6,46.75023,-7.42906,G,,,,19.7g,0.0,0,0,34,4,0,4,0
124,SDSS J030700.06-075655.1,46.75029,-7.94865,G,,,,22.7g,0.0,0,0,15,1,0,3,0
125,WISEA J030700.07-074133.0,46.75029,-7.69252,IrS,,,,     ,0.0,0,0,12,1,0,0,0
126,WISEA J030700.08-075523.3,46.75034,-7.92316,G,,,,22.6g,0.0,3,0,27,2,0,4,0
127,WISEA J030700.10-074850.7,46.75042,-7.8141,G,,,,22.3g,0.0,0,0,27,2,0,3,0
128,WISEA J030700.10-082337.2,46.75043,-8.39367,IrS,,,,     ,0.0,0,0,12,1,0,0,0
129,SDSS J030700.10-073541.1,46.75045,-7.59476,G,,,,22.7g,0.0,0,0,15,1,0,4,0
130,WISEA J030700.11-080906.2,46.75049,-8.15173,G,,,,21.9g,0.0,0,0,27,2,0,4,0
131,WISEA J030700.12-081339.4,46.7505,-8.22762,G,178502.0,0.59542,SLS ,21.4g,0.0,2,0,35,4,1,4,0
132,WISEA J030700.12-073336.4,46.75051,-7.56012,IrS,,,,     ,0.0,0,0,12,1,0,0,0
133,WISEA J030700.12-080521.0,46.75053,-8.08917,IrS,,,,     ,0.0,0,0,12,1,0,0,0
134,WISEA J030700.12-082214.5,46.75054,-8.37072,*,,,,21.0g,0.0,0,0,22,3,0,4,0
135,SDSS J030700.13-082910.6,46.75058,-8.48629,*,,,,22.7g,0.0,0,0,5,1,0,3,0
136,WISEA J030700.14-080727.5,46.75062,-8.12433,IrS,,,,     ,0.0,0,0,12,1,0,0,0
137,WISEA J030700.15-074501.2,46.75065,-7.75036,*,,,,19.5g,0.0,0,0,23,3,0,4,0
138,WISEA J030700.16-071757.9,46.7507,-7.29943,IrS,,,,     ,0.0,0,0,12,1,0,0,0
139,WISEA J030700.21-074231.0,46.75075,-7.70841,*,,,,21.8g,0.0,0,0,17,2,0,4,0
140,SDSS J030700.18-071737.7,46.75077,-7.29382,G,,,,23.2g,0.0,0,0,15,1,0,4,0
141,SDSS J030700.18-074819.3,46.75078,-7.80538,*,,,,20.7g,0.0,0,0,5,1,0,4,0
142,WISEA J030700.19-082326.4,46.75079,-8.39068,IrS,,,,     ,0.0,0,0,12,1,0,0,0
143,WISEA J030700.19-071919.0,46.75081,-7.32196,IrS,,,,     ,0.0,0,0,12,1,0,0,0
144,WISEA J030700.20-080222.2,46.75085,-8.0395,G,,,,22.6g,0.0,0,0,27,2,0,4,0
145,WISEA J030700.20-072941.3,46.75088,-7.49492,G,,,,19.5r,0.0,1,0,35,4,0,4,0
146,WISEA J030700.22-081138.4,46.75095,-8.19401,IrS,,,,     ,0.0,0,0,12,1,0,0,0
147,WISEA J030700.23-073036.7,46.75097,-7.5102,IrS,,,,     ,0.0,0,0,12,1,0,0,0
148,WISEA J030700.23-081319.4,46.75097,-8.22207,G,,,,23.2g,0.0,0,0,27,2,0,4,0
149,WISEA J030700.23-072725.2,46.75098,-7.45701,IrS,,,,     ,0.0,0,0,12,1,0,0,0
150,WISEA J030700.24-081520.0,46.75104,-8.25557,*,,,,21.5g,0.0,0,0,23,3,0,3,0
151,WISEA J030700.21-081903.6,46.75107,-8.31772,G,,,,22.0g,0.0,0,0,31,3,0,4,0
152,WISEA J030700.33-072627.0,46.75119,-7.44072,G,,,,21.3g,0.0,0,0,31,3,0,4,0
153,SDSS J030700.29-080203.0,46.75122,-8.03417,*,,,,22.2g,0.0,0,0,5,1,0,4,1
154,SDSS J030700.29-080359.2,46.75123,-8.06645,*,,,,21.4g,0.0,0,0,5,1,0,4,0
155,WISEA J030700.31-071221.9,46.75126,-7.20585,G,,,,20.7g,0.0,0,0,27,2,0,4,0
156,WISEA J030700.27-073326.6,46.7513,-7.55739,G,,,,23.3g,0.0,0,0,27,2,0,4,0
157,SDSS J030700.31-075842.2,46.75131,-7.9784,G,,,,21.9g,0.0,0,0,15,1,0,4,0
158,SDSS J030700.31-082749.0,46.75132,-8.46363,G,,,,22.1g,0.0,3,0,15,1,0,4,0
159,SDSS J030700.32-073934.8,46.75134,-7.65968,*,,,,25.1g,0.0,0,0,5,1,0,3,0
160,WISEA J030700.33-080200.9,46.75141,-8.03359,RadioS,,,, 0.90,0.0,0,0,12,2,0,0,1
161,WISEA J030700.34-073943.0,46.75146,-7.66195,IrS,,,,     ,0.0,0,0,12,1,0,0,0
162,WISEA J030700.35-080758.9,46.7515,-8.13304,G,,,,20.2g,0.0,0,0,36,5,0,4,0
163,SDSS J030700.36-072720.0,46.75151,-7.45557,*,,,,22.6g,0.0,0,0,5,1,0,4,0
164,WISEA J030700.36-081626.7,46.75153,-8.27411,IrS,,,,     ,0.0,0,0,12,1,0,0,0
165,WISEA J030700.37-082936.0,46.75155,-8.49334,IrS,,,,     ,0.0,0,0,12,1,0,0,0
166,WISEA J030700.37-072854.7,46.75156,-7.48188,G,43770.0,0.146,PUN ,18.9g,0.0,3,0,34,5,1,4,0
167,WISEA J030700.39-074709.3,46.75163,-7.78594,IrS,,,,     ,0.0,0,0,12,1,0,0,0
168,WISEA J030700.39-082747.7,46.75164,-8.46325,IrS,,,,     ,0.0,0,0,12,1,0,0,0
169,SDSS J030700.40-072816.9,46.75171,-7.47137,*,,,,24.8g,0.0,0,0,5,1,0,4,0
170,SDSS J030700.41-073928.7,46.75174,-7.65799,G,,,,22.3g,0.0,0,0,15,1,0,4,0
171,WISEA J030700.40-081034.2,46.75178,-8.17635,*,,,,21.2g,0.0,0,0,17,2,0,4,0
172,WISEA J030700.30-073434.8,46.75181,-7.57682,G,,,,22.0g,0.0,0,0,27,2,0,4,0
173,WISEA J030700.46-081608.8,46.75196,-8.26913,*,,,,21.6g,0.0,0,0,23,3,0,4,0
174,WISEA J030700.47-071241.8,46.752,-7.21161,G,36730.0,0.122518,SLS ,17.7g,0.0,13,0,70,8,4,10,0
175,WISEA J030700.48-075658.8,46.75202,-7.94968,*,,,,20.9g,0.0,0,0,23,3,0,3,0
176,SDSS J030700.48-081001.8,46.75202,-8.16717,G,,,,22.8g,0.0,0,0,15,1,0,4,0
177,SDSS J030700.48-082743.7,46.75202,-8.46216,G,,,,22.1g,0.0,0,0,15,1,0,4,0
178,WISEA J030700.49-082133.4,46.75205,-8.3593,IrS,,,,     ,0.0,0,0,12,1,0,0,0
179,WISEA J030700.49-072347.3,46.75208,-7.3965,IrS,,,,     ,0.0,0,0,12,1,0,0,0
180,WISEA J030700.51-073908.1,46.75213,-7.65226,IrS,,,,     ,0.0,0,0,12,1,0,0,0
181,WISEA J030700.51-071314.7,46.75215,-7.2207,G,,,,21.2g,0.0,0,0,27,2,0,4,0
182,WISEA J030700.51-081701.8,46.75216,-8.28384,IrS,,,,     ,0.0,0,0,12,1,0,0,0
183,SDSS J030700.51-080305.3,46.75216,-8.0515,G,,,,21.3g,0.0,0,0,15,1,0,4,0
184,WISEA J030700.52-073447.4,46.75219,-7.57986,IrS,,,,     ,0.0,0,0,12,1,0,0,0
185,SDSS J030700.53-072411.7,46.75223,-7.40327,G,,,,22.2g,0.0,0,0,15,1,0,4,0
186,WISEA J030700.53-082429.6,46.75223,-8.40823,IrS,,,,     ,0.0,0,0,12,1,0,0,0
187,WISEA J030700.53-074048.2,46.75224,-7.68006,IrS,,,,     ,0.0,0,0,12,1,0,0,0
188,WISEA J030700.54-074328.4,46.75226,-7.72457,G,,,,21.5g,0.0,0,0,27,2,0,4,0
189,WISEA J030700.54-082836.6,46.75226,-8.47686,IrS,,,,     ,0.0,0,0,12,1,0,0,0
190,SDSS J030700.54-072539.0,46.75226,-7.42753,G,,,,21.6g,0.0,0,0,15,1,0,4,0
191,WISEA J030700.54-071105.2,46.75226,-7.18481,IrS,,,,     ,0.0,0,0,12,1,0,0,0
192,WISEA J030700.56-082613.0,46.75236,-8.43695,G,26850.0,0.089562,SLS ,17.4g,0.0,15,0,71,10,6,10,0
193,WISEA J030700.57-081354.9,46.7524,-8.23193,IrS,,,,     ,0.0,0,0,12,1,0,0,0
194,WISEA J030700.57-082104.9,46.75241,-8.35139,*,,,,17.9g,0.0,0,0,23,3,0,3,0
195,SDSS J030700.58-081713.5,46.75243,-8.28711,G,,,,22.7g,0.0,0,0,15,1,0,4,0
196,SDSS J030700.58-075612.7,46.75245,-7.93687,*,,,,21.5g,0.0,0,0,5,1,0,4,0
197,SDSS J030700.59-075355.0,46.75248,-7.89862,G,,,,21.7g,0.0,0,0,19,2,0,4,0
198,WISEA J030700.59-074445.7,46.75248,-7.74604,IrS,,,,     ,0.0,0,0,12,1,0,0,0
199,WISEA J030700.60-071729.9,46.75249,-7.29162,G,,,,23.0g,0.0,0,0,27,2,0,4,0
200,SDSS J030700.62-081809.0,46.75259,-8.3025,G,,,,22.4g,0.0,0,0,15,1,0,4,0
201,WISEA J030700.62-071815.9,46.75259,-7.30443,IrS,,,,     ,0.0,0,0,12,1,0,0,0
202,WISEA J030700.63-072517.3,46.75263,-7.42149,IrS,,,,     ,0.0,0,0,12,1,0,0,0
203,APMUKS(BJ) B030433.14-072700.9,46.75267,-7.2584,G,,,,20.18,0.0,0,0,1,1,0,0,0
204,WISEA J030700.65-073543.5,46.75272,-7.59544,IrS,,,,     ,0.0,0,0,12,1,0,0,0
205,SDSS J030700.65-075524.9,46.75273,-7.92359,*,,,,22.2g,0.0,0,0,5,1,0,4,0
206,WISEA J030700.67-074641.8,46.7528,-7.7783,*,13.0,4.5e-05,SLS ,17.0g,0.0,0,0,23,4,1,4,0
207,WISEA J030700.69-080105.0,46.75289,-8.01808,IrS,,,,     ,0.0,0,0,12,1,0,0,0
208,WISEA J030700.69-081755.9,46.75289,-8.29888,IrS,,,,     ,0.0,0,0,12,1,0,0,0
209,WISEA J030700.70-073623.3,46.75292,-7.6065,IrS,,,,     ,0.0,0,0,12,1,0,0,0
210,WISEA J030700.70-072252.6,46.75292,-7.38128,*,,,,20.3g,0.0,0,0,23,3,0,4,0
211,SDSS J030700.72-072136.5,46.75302,-7.36016,G,,,,22.8g,0.0,0,0,15,1,0,4,0
212,WISEA J030700.72-080553.5,46.75304,-8.0982,IrS,,,,     ,0.0,0,0,12,1,0,0,0
213,BD -07 0547,46.75304,-7.24694,!*,,,, 9.19,0.0,0,0,38,5,0,4,0
214,WISEA J030700.74-071755.3,46.75311,-7.29872,IrS,,,,     ,0.0,0,0,12,1,0,0,0
215,WISEA J030700.75-074811.6,46.75315,-7.80329,G,,,,22.1g,0.0,0,0,27,2,0,3,0
216,SDSS J030700.76-071700.3,46.75317,-7.28343,G,,,,17.8r,0.0,1,0,0,1,0,0,0
217,WISEA J030700.77-075646.5,46.75321,-7.94628,G,,,,23.3g,0.0,0,0,27,2,0,4,0
218,SDSS J030700.77-072621.2,46.75324,-7.43922,G,,,,21.6g,0.0,0,0,15,1,0,4,0
219,WISEA J030700.78-074534.8,46.75326,-7.75968,G,,,,20.6g,0.0,0,0,27,2,0,4,0
220,WISEA J030700.78-080538.0,46.75327,-8.0939,IrS,,,,     ,0.0,0,0,12,1,0,0,0
221,WISEA J030700.79-074549.0,46.75331,-7.76362,IrS,,,,     ,0.0,0,0,12,1,0,0,0
222,WISEA J030700.79-074223.9,46.75331,-7.70667,IrS,,,,     ,0.0,0,0,12,1,0,0,0
223,WISEA J030700.79-081543.8,46.75331,-8.26219,IrS,,,,     ,0.0,0,0,12,1,0,0,0
224,WISEA J030700.79-080854.1,46.75332,-8.14837,G,,,,21.3g,0.0,0,0,31,3,0,4,0
225,WISEA J030700.81-073923.8,46.7534,-7.65663,IrS,,,,     ,0.0,0,0,12,1,0,0,0
226,WISEA J030700.82-080321.1,46.75345,-8.05587,IrS,,,,     ,0.0,0,0,12,1,0,0,0
227,WISEA J030700.83-075150.2,46.75346,-7.86396,IrS,,,,     ,0.0,0,0,12,1,0,0,0
228,WISEA J030700.83-083028.8,46.75348,-8.508,G,,,,20.37,0.0,1,0,36,5,0,4,0
229,WISEA J030700.84-072842.5,46.75351,-7.47847,G,,,,20.28,0.0,0,0,13,2,0,0,0
230,WISEA J030700.87-075250.5,46.75352,-7.88038,G,,,,22.5g,0.0,0,0,27,2,0,4,0
231,SDSS J030700.85-072556.3,46.75354,-7.43233,*,,,,19.5g,0.0,0,0,9,2,0,4,0
232,WISEA J030700.87-081100.9,46.75365,-8.1836,IrS,,,,     ,0.0,0,0,12,1,0,0,0
233,WISEA J030700.88-075343.8,46.75368,-7.89551,G,,,,21.5g,0.0,0,0,27,2,0,4,0
234,SDSS J030700.89-075832.0,46.75371,-7.97558,*,,,,21.9g,0.0,0,0,5,1,0,4,0
235,SDSS J030700.91-080334.8,46.75382,-8.05967,G,,,,23.9g,0.0,0,0,15,1,0,4,0
236,WISEA J030700.93-072001.9,46.75385,-7.334,*,,,,23.1g,0.0,0,0,17,2,0,4,0
237,WISEA J030700.94-080836.1,46.75393,-8.14338,*,,,,16.0g,0.0,0,0,23,3,0,4,0
238,WISEA J030700.94-072743.4,46.75395,-7.46206,IrS,,,,     ,0.0,0,0,12,1,0,0,0
239,SDSS J030700.95-081542.0,46.75396,-8.26168,G,,,,22.8g,0.0,0,0,15,1,0,4,0
240,SDSS J030700.97-081257.6,46.75406,-8.21601,G,,,,23.5g,0.0,0,0,15,1,0,4,0
241,SDSS J030700.97-082641.1,46.75407,-8.44476,*,,,,23.0g,0.0,0,0,5,1,0,3,0
242,WISEA J030700.98-082041.2,46.75412,-8.34479,IrS,,,,     ,0.0,0,0,12,1,0,0,0
243,WISEA J030700.99-080346.0,46.75414,-8.06278,*,,,,22.8g,0.0,0,0,17,2,0,4,0
244,WISEA J030701.06-073807.3,46.75426,-7.63522,G,,,,20.7g,0.0,0,0,27,2,0,4,0
245,WISEA J030701.02-074115.7,46.75427,-7.68771,IrS,,,,     ,0.0,0,0,12,1,0,0,0
246,WISEA J030701.02-073406.3,46.75428,-7.56842,IrS,,,,     ,0.0,0,0,12,1,0,0,0
