No.,Object Name,RA,DEC,Type,Velocity,Redshift,Redshift Flag,Magnitude and Filter,Separation,References,Notes,Photometry Points,Positions,Redshift Points,Diameter Points,Associations
7280,WISEA J030801.09-073235.8,47.00458,-7.54329,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7281,WISEA J030801.10-081740.9,47.00462,-8.29471,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7282,WISEA J030801.13-082313.2,47.00471,-8.38703,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7283,WISEA J030801.16-075853.3,47.00474,-7.98176,G,,,,22.1g,0.0,0,0,27,2,0,4,0
7284,WISEA J030801.14-075613.2,47.00475,-7.93701,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7285,WISEA J030801.14-075732.7,47.00479,-7.95911,*,,,,17.0g,0.0,0,0,23,3,0,4,0
7286,SDSS J030801.14-075608.2,47.00479,-7.93563,G,,,,23.2g,0.0,0,0,15,1,0,3,0
7287,WISEA J030801.14-081801.8,47.00479,-8.30052,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7288,WISEA J030801.13-081205.3,47.00483,-8.20128,*,,,,21.9g,0.0,0,0,17,2,0,4,0
7289,SDSS J030801.16-081339.9,47.00485,-8.22775,G,,,,22.0g,0.0,0,0,15,1,0,4,0
7290,SDSS J030801.16-073058.9,47.00487,-7.51637,*,,,,23.4g,0.0,0,0,5,1,0,4,0
7291,SDSS J030801.17-081037.7,47.00489,-8.17714,G,,,,22.4g,0.0,0,0,15,1,0,4,0
7292,SDSS J030801.17-074602.4,47.0049,-7.76734,G,,,,21.2g,0.0,0,0,15,1,0,4,0
7293,WISEA J030801.18-080300.6,47.00494,-8.05017,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7294,WISEA J030801.18-082122.2,47.00496,-8.35617,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7295,WISEA J030801.19-075939.6,47.00497,-7.99435,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7296,WISEA J030801.19-081537.7,47.00498,-8.2605,G,,,,21.8g,0.0,0,0,30,3,0,4,0
7297,WISEA J030801.20-082833.5,47.00502,-8.47599,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7298,WISEA J030801.23-081549.6,47.00517,-8.26387,G,,,,22.7g,0.0,0,0,27,2,0,4,0
7299,WISEA J030801.26-080619.6,47.00526,-8.10545,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7300,WISEA J030801.26-072441.1,47.00526,-7.41143,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7301,WISEA J030801.26-074603.9,47.00527,-7.76777,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7302,WISEA J030801.29-082733.2,47.00541,-8.45925,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7303,WISEA J030801.30-075955.2,47.00543,-7.99869,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7304,WISEA J030801.31-073923.7,47.00548,-7.6566,G,,,,19.2r,0.0,1,0,31,3,0,4,0
7305,WISEA J030801.31-082100.3,47.0055,-8.3501,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7306,WISEA J030801.32-071451.8,47.00551,-7.24774,G,,,,21.5g,0.0,0,0,27,2,0,4,0
7307,SDSS J030801.35-081002.0,47.00567,-8.16723,*,,,,20.4g,0.0,0,0,5,1,0,4,0
7308,WISEA J030801.36-075252.5,47.0057,-7.88125,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7309,WISEA J030801.36-074405.8,47.00571,-7.73496,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7310,WISEA J030801.37-075759.5,47.00573,-7.96654,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7311,SDSS J030801.38-073637.7,47.00576,-7.6105,G,,,,23.3g,0.0,0,0,15,1,0,3,0
7312,WISEA J030801.39-075818.2,47.00583,-7.97172,G,,,,22.3g,0.0,2,0,27,2,0,4,0
7313,WISEA J030801.40-080155.5,47.00584,-8.0321,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7314,SDSS J030801.40-081047.9,47.00585,-8.18,G,,,,25.5g,0.0,0,0,15,1,0,3,0
7315,WISEA J030801.43-071515.3,47.00599,-7.25427,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7316,SDSS J030801.44-072531.1,47.00603,-7.42531,*,,,,24.3g,0.0,0,0,5,1,0,3,0
7317,SDSS J030801.44-075050.5,47.00603,-7.84736,G,,,,21.9g,0.0,0,0,15,1,0,4,0
7318,SDSS J030801.44-080513.4,47.00604,-8.08708,*,,,,23.0g,0.0,0,0,5,1,0,3,0
7319,SDSS J030801.47-071057.6,47.00615,-7.18268,G,106984.0,0.35686,SLS ,23.6g,0.0,2,0,8,2,1,3,0
7320,WISEA J030801.47-083016.5,47.00615,-8.50461,G,,,,21.4g,0.0,0,0,27,2,0,4,0
7321,WISEA J030801.48-074844.7,47.00617,-7.81248,G,,,,22.1g,0.0,0,0,27,2,0,4,0
7322,WISEA J030801.50-074341.7,47.00617,-7.72821,*,,,,23.4g,0.0,0,0,17,2,0,4,0
7323,SDSS J030801.49-072527.4,47.00621,-7.42429,G,,,,22.2g,0.0,0,0,15,1,0,4,0
7324,WISEA J030801.49-073909.3,47.00621,-7.65259,G,,,,20.08,0.0,1,0,33,4,0,4,0
7325,SDSS J030801.49-075849.3,47.00622,-7.98038,G,,,,21.6g,0.0,0,0,19,2,0,4,0
7326,WISEA J030801.50-080330.0,47.00625,-8.05834,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7327,WISEA J030801.51-081006.3,47.00633,-8.16842,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7328,WISEA J030801.52-075318.2,47.00636,-7.8884,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7329,SDSS J030801.52-075918.5,47.00637,-7.98849,*,,,,22.8g,0.0,0,0,5,1,0,4,0
7330,WISEA J030801.52-073440.7,47.00637,-7.57798,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7331,SDSS J030801.53-081652.9,47.00638,-8.28137,G,,,,23.8g,0.0,0,0,15,1,0,4,0
7332,WISEA J030801.58-072031.0,47.0064,-7.34187,G,,,,23.0g,0.0,0,0,27,2,0,4,0
7333,WISEA J030801.54-081532.0,47.00643,-8.25891,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7334,WISEA J030801.56-082204.1,47.00651,-8.36783,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7335,WISEA J030801.56-071107.5,47.00654,-7.18544,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7336,WISEA J030801.56-071710.6,47.00654,-7.28629,*,,,,20.0g,0.0,0,0,23,3,0,4,0
7337,WISEA J030801.57-080040.7,47.00657,-8.01132,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7338,SDSS J030801.58-081008.9,47.00662,-8.16915,*,,,,23.4g,0.0,0,0,5,1,0,4,0
7339,WISEA J030801.62-074235.9,47.00663,-7.71006,G,,,,22.4g,0.0,0,0,27,2,0,4,0
7340,WISEA J030801.59-073414.0,47.00663,-7.57056,G,,,,22.2g,0.0,0,0,27,2,0,4,0
7341,WISEA J030801.59-073020.4,47.00665,-7.50568,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7342,WISEA J030801.63-075835.1,47.00681,-7.97643,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7343,WISEA J030801.63-082506.6,47.00682,-8.4185,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7344,SDSS J030801.63-074258.0,47.00682,-7.71612,G,,,,21.5g,0.0,0,0,15,1,0,4,0
7345,SDSS J030801.64-072008.3,47.00686,-7.33566,G,,,,22.7g,0.0,0,0,15,1,0,3,0
7346,SDSS J030801.67-080053.8,47.00699,-8.01495,G,,,,22.1g,0.0,0,0,15,1,0,4,0
7347,SDSS J030801.68-080641.5,47.00701,-8.11154,*,,,,24.4g,0.0,0,0,5,1,0,3,0
7348,WISEA J030801.72-072542.8,47.0072,-7.42856,*,,,,15.9g,0.0,0,0,29,5,0,4,0
7349,SDSS J030801.73-075736.0,47.00721,-7.96002,G,,,,22.5g,0.0,1,0,15,1,0,4,0
7350,SDSS J030801.73-073726.3,47.00723,-7.62398,G,,,,22.1g,0.0,0,0,15,1,0,4,0
7351,WISEA J030801.76-074855.8,47.00734,-7.81551,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7352,WISEA J030801.76-071634.0,47.00736,-7.27613,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7353,WISEA J030801.76-075136.1,47.00736,-7.86005,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7354,WISEA J030801.76-075215.0,47.00737,-7.87086,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7355,WISEA J030801.77-075935.0,47.00739,-7.99308,G,,,,22.2g,0.0,0,0,27,2,0,4,0
7356,SDSS J030801.78-072404.6,47.00744,-7.40129,G,,,,21.6g,0.0,0,0,15,1,0,4,0
7357,WISEA J030801.79-082920.2,47.00746,-8.48895,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7358,WISEA J030801.80-072620.4,47.00753,-7.43901,*,,,,19.4g,0.0,0,0,23,3,0,4,0
7359,WISEA J030801.81-081642.2,47.00754,-8.27839,*,,,,21.3g,0.0,0,0,22,3,0,4,0
7360,WISEA J030801.81-071253.2,47.00755,-7.21478,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7361,WISEA J030801.81-073131.6,47.00756,-7.52547,G,,,,20.30,0.0,1,0,37,5,0,4,0
7362,WISEA J030801.81-071325.3,47.00756,-7.22372,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7363,WISEA J030801.81-074211.2,47.00756,-7.70313,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7364,WISEA J030801.82-074718.6,47.00757,-7.78861,*,,,,22.2g,0.0,0,0,17,2,0,4,0
7365,WISEA J030801.81-073843.9,47.00757,-7.64554,G,,,,21.9g,0.0,0,0,27,2,0,4,0
7366,WISEA J030801.82-081245.6,47.00759,-8.21268,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7367,WISEA J030801.82-080540.9,47.00759,-8.09471,G,,,,21.6g,0.0,0,0,27,2,0,4,0
7368,WISEA J030801.83-080802.4,47.00764,-8.134,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7369,WISEA J030801.86-080339.4,47.00775,-8.06096,G,,,,23.5g,0.0,0,0,27,2,0,3,0
7370,WISEA J030801.86-081110.2,47.00777,-8.18618,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7371,SDSS J030801.88-074441.9,47.00786,-7.74498,G,,,,22.2g,0.0,0,0,15,1,0,4,0
7372,WISEA J030801.91-074117.4,47.0079,-7.68825,*,,,,22.4g,0.0,0,0,17,2,0,4,0
7373,WISEA J030801.90-081321.3,47.00793,-8.22259,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7374,WISEA J030801.89-080252.0,47.00796,-8.04763,G,,,,22.6g,0.0,0,0,27,2,0,4,0
7375,SDSS J030801.93-075633.2,47.00804,-7.94257,*,,,,22.9g,0.0,0,0,5,1,0,4,0
7376,WISEA J030801.93-080946.4,47.00806,-8.1629,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7377,SDSS J030801.94-074031.7,47.00811,-7.6755,*,,,,23.8g,0.0,0,0,5,1,0,3,0
7378,WISEA J030801.95-072358.2,47.00814,-7.39952,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7379,SDSS J030801.96-072612.9,47.0082,-7.43693,G,,,,22.8g,0.0,0,0,15,1,0,4,0
7380,WISEA J030801.96-075458.3,47.00821,-7.91622,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7381,WISEA J030801.98-080709.8,47.00822,-8.11942,*,,,,23.4g,0.0,0,0,17,2,0,4,0
7382,WISEA J030801.97-074838.3,47.00823,-7.81066,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7383,WISEA J030801.97-073215.7,47.00824,-7.53771,G,,,,21.9g,0.0,0,0,27,2,0,4,0
7384,WISEA J030801.99-081512.7,47.00831,-8.25355,G,,,,24.0g,0.0,0,0,27,2,0,4,0
7385,SDSS J030801.99-072356.2,47.00831,-7.39895,G,,,,22.6g,0.0,0,0,15,1,0,4,0
7386,WISEA J030802.00-074427.6,47.00836,-7.74102,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7387,WISEA J030802.00-075750.1,47.00837,-7.96394,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7388,WISEA J030802.01-080025.0,47.0084,-8.00695,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7389,SDSS J030802.03-072050.0,47.0085,-7.34724,*,,,,25.0g,0.0,0,0,5,1,0,4,0
7390,SDSS J030802.04-080312.7,47.00853,-8.05353,G,,,,22.3g,0.0,0,0,15,1,0,4,0
7391,SDSS J030802.05-074506.0,47.00858,-7.75168,G,,,,23.2g,0.0,0,0,15,1,0,4,0
7392,WISEA J030802.06-082830.1,47.00862,-8.47504,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7393,WISEA J030802.07-074439.7,47.00865,-7.74437,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7394,WISEA J030802.09-081339.8,47.00874,-8.22774,G,,,,19.9g,0.0,1,0,28,3,0,4,0
7395,WISEA J030802.10-082328.1,47.00878,-8.39116,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7396,WISEA J030802.11-080007.0,47.0088,-8.00196,G,,,,23.7g,0.0,0,0,27,2,0,4,0
7397,WISEA J030802.12-080145.7,47.00884,-8.02938,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7398,SDSS J030802.12-071510.2,47.00886,-7.25285,G,,,,22.4g,0.0,0,0,15,1,0,4,0
7399,SDSS J030802.12-080000.6,47.00886,-8.00018,G,,,,24.5g,0.0,0,0,15,1,0,4,0
7400,SDSS J030802.13-080018.4,47.00889,-8.00512,*,,,,25.4g,0.0,0,0,5,1,0,4,0
7401,WISEA J030802.18-071842.4,47.00891,-7.3119,G,,,,24.0g,0.0,0,0,27,2,0,4,0
7402,WISEA J030802.14-082603.0,47.00892,-8.43419,*,,,,13.6g,0.0,0,0,31,5,0,4,0
7403,WISEA J030802.14-072958.4,47.00898,-7.49955,G,84868.0,0.28309,SLS ,21.1g,0.0,2,0,31,3,1,4,0
7404,WISEA J030802.17-080622.3,47.00904,-8.10622,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7405,WISEA J030802.18-075241.0,47.00906,-7.87811,*,,,,22.5g,0.0,0,0,17,2,0,4,0
7406,WISEA J030802.18-072951.8,47.00909,-7.49773,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7407,WISEA J030802.19-073040.2,47.00914,-7.51117,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7408,WISEA J030802.20-073709.9,47.00918,-7.61944,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7409,WISEA J030802.20-075649.8,47.00918,-7.94717,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7410,SDSS J030802.22-081052.5,47.00925,-8.18128,*,,,,22.3g,0.0,0,0,5,1,0,4,0
7411,WISEA J030802.27-073724.8,47.00926,-7.62335,G,,,,22.3g,0.0,0,0,27,2,0,4,0
7412,WISEA J030802.22-075620.6,47.00927,-7.93908,G,,,,19.42,0.0,1,0,36,5,0,4,0
7413,SDSS J030802.22-072030.0,47.00927,-7.34167,G,,,,22.4g,0.0,0,0,15,1,0,4,0
7414,SDSS J030802.22-073805.7,47.00928,-7.63494,*,,,,21.8g,0.0,1,0,5,1,0,4,0
7415,WISEA J030802.23-074349.1,47.00932,-7.73033,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7416,WISEA J030802.25-082529.4,47.00941,-8.42481,G,,,,23.9g,0.0,0,0,27,2,0,4,0
7417,WISEA J030802.25-075918.3,47.00941,-7.98842,G,,,,21.2g,0.0,0,0,27,2,0,4,0
7418,WISEA J030802.26-071542.0,47.00942,-7.26169,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7419,WISEA J030802.25-072142.6,47.00959,-7.36203,*,,,,23.0g,0.0,0,0,17,2,0,4,0
7420,WISEA J030802.30-074557.2,47.00959,-7.7659,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7421,SDSS J030802.30-082112.7,47.00962,-8.35354,G,,,,22.3g,0.0,0,0,15,1,0,3,0
7422,WISEA J030802.31-080656.2,47.00963,-8.11561,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7423,WISEA J030802.31-074514.0,47.00966,-7.7539,G,,,,21.7g,0.0,0,0,27,2,0,4,0
7424,WISEA J030802.32-081010.3,47.0097,-8.16954,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7425,WISEA J030802.33-074104.5,47.00973,-7.68459,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7426,SDSS J030802.34-080658.2,47.00978,-8.11619,G,,,,22.1g,0.0,0,0,15,1,0,4,0
7427,WISEA J030802.35-074708.5,47.0098,-7.78571,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7428,WISEA J030802.35-082002.9,47.00981,-8.33416,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7429,SDSS J030802.35-080203.6,47.00981,-8.03434,G,,,,21.1g,0.0,0,0,19,2,0,4,0
7430,WISEA J030802.35-073058.1,47.00982,-7.51615,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7431,WISEA J030802.35-081858.0,47.00982,-8.31613,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7432,WISEA J030802.36-081449.5,47.00986,-8.24711,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7433,WISEA J030802.42-082026.7,47.00987,-8.34055,G,,,,22.7g,0.0,0,0,27,2,0,4,0
7434,SDSS J030802.38-072627.3,47.00994,-7.44093,G,,,,20.9g,0.0,0,0,19,2,0,4,0
7435,WISEA J030802.39-081537.4,47.00998,-8.26041,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7436,WISEA J030802.39-080604.8,47.00999,-8.10135,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7437,WISEA J030802.40-075948.4,47.01002,-7.99678,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7438,WISEA J030802.44-082105.7,47.01017,-8.35159,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7439,WISEA J030802.44-073159.1,47.01019,-7.53311,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7440,WISEA J030802.44-072328.0,47.01019,-7.39112,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7441,WISEA J030802.44-082442.1,47.01019,-8.41171,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7442,WISEA J030802.48-071529.5,47.01036,-7.2582,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7443,WISEA J030802.48-081952.2,47.01037,-8.33119,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7444,WISEA J030802.50-074329.9,47.01042,-7.725,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7445,WISEA J030802.50-080404.7,47.01043,-8.06798,G,,,,21.5g,0.0,0,0,27,2,0,4,0
7446,WISEA J030802.53-074942.7,47.01052,-7.82848,*,,,,21.3g,0.0,0,0,17,2,0,4,0
7447,SDSS J030802.52-080137.3,47.01053,-8.02704,*,,,,22.4g,0.0,0,0,5,1,0,3,0
7448,WISEA J030802.52-081255.3,47.01053,-8.21537,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7449,WISEA J030802.55-082311.3,47.01056,-8.3866,G,,,,21.3g,0.0,0,0,31,3,0,4,0
7450,WISEA J030802.55-080908.7,47.01065,-8.15244,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7451,WISEA J030802.58-081409.0,47.01068,-8.23585,G,,,,22.4g,0.0,0,0,27,2,0,4,0
7452,WIG S03J030802592-07193573,47.01079,-7.32658,G,129453.0,0.43181,SLS ,21.6g,0.0,2,0,0,1,1,0,0
7453,WISEA J030802.61-080047.7,47.01089,-8.01326,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7454,WISEA J030802.54-072020.5,47.0109,-7.33905,*,,,,22.8g,0.0,0,0,17,2,0,4,0
7455,SDSS J030802.63-071608.4,47.01096,-7.26902,G,,,,22.8g,0.0,0,0,15,1,0,4,0
7456,WISEA J030802.63-074050.5,47.01096,-7.68072,G,,,,20.6g,0.0,0,0,27,2,0,4,0
7457,WISEA J030802.63-073250.5,47.011,-7.54739,*,,,,15.8g,0.0,0,0,27,4,0,4,0
7458,WISEA J030802.64-073804.2,47.01103,-7.63451,G,,,,21.1g,0.0,0,0,27,2,0,4,0
7459,SDSS J030802.65-075522.6,47.01107,-7.92295,G,,,,23.7g,0.0,0,0,15,1,0,4,0
7460,WISEA J030802.64-073824.1,47.01108,-7.6399,G,,,,23.1g,0.0,0,0,27,2,0,4,0
7461,WISEA J030802.66-081610.6,47.01109,-8.26961,G,,,,21.4g,0.0,0,0,31,3,0,4,0
7462,WISEA J030802.66-081834.6,47.01109,-8.30963,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7463,WISEA J030802.69-071450.8,47.01117,-7.24747,G,,,,22.9g,0.0,0,0,27,2,0,3,0
7464,WISEA J030802.69-080209.7,47.01121,-8.03603,*,,,,20.4g,0.0,0,0,22,3,0,4,0
7465,WISEA J030802.69-071933.9,47.01122,-7.32611,UvS,,,,     ,0.0,0,0,16,2,0,0,0
7466,SDSS J030802.72-080048.8,47.01134,-8.01356,G,,,,21.2g,0.0,0,0,15,1,0,4,0
7467,WISEA J030802.72-075723.8,47.01135,-7.95662,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7468,WISEA J030802.72-071702.9,47.01136,-7.28414,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7469,WISEA J030802.72-081742.8,47.01137,-8.29524,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7470,WISEA J030802.76-074212.6,47.01146,-7.70327,*,,,,22.6g,0.0,0,0,17,2,0,4,0
7471,SDSS J030802.75-071933.8,47.01146,-7.32606,G,129489.0,0.43193,SLS ,21.9g,0.0,2,0,15,1,1,4,0
7472,WISEA J030802.75-074836.5,47.01149,-7.81016,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7473,SDSS J030802.77-074838.3,47.01155,-7.81065,*,,,,19.8g,0.0,0,0,5,1,0,4,0
7474,WISEA J030802.78-080137.4,47.01159,-8.02707,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7475,WISEA J030802.78-075929.0,47.01161,-7.99141,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7476,WISEA J030802.80-073736.2,47.01167,-7.62674,G,,,,21.0g,0.0,0,0,27,2,0,4,0
7477,WISEA J030802.81-073210.0,47.01172,-7.53611,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7478,WISEA J030802.80-074639.9,47.01172,-7.77788,G,,,,22.2g,0.0,0,0,27,2,0,4,0
7479,WISEA J030802.81-082901.9,47.01173,-8.48386,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7480,WISEA J030802.82-072745.7,47.01175,-7.4627,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7481,WISEA J030802.84-071118.8,47.01186,-7.18857,G,,,,21.8g,0.0,0,0,27,2,0,4,0
7482,WISEA J030802.85-071507.7,47.01189,-7.25216,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7483,WISEA J030802.85-072512.4,47.0119,-7.42011,*,,,,18.6g,0.0,0,0,23,3,0,4,0
7484,WISEA J030802.85-081731.4,47.01191,-8.29207,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7485,WISEA J030802.86-075814.2,47.01192,-7.97063,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7486,WISEA J030802.86-080322.5,47.01192,-8.05627,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7487,WISEA J030802.87-071326.5,47.01197,-7.22403,G,,,,21.2g,0.0,0,0,27,2,0,4,0
7488,WISEA J030802.87-072214.9,47.012,-7.37082,G,,,,21.8g,0.0,0,0,27,2,0,4,0
7489,WISEA J030802.88-072049.3,47.01202,-7.34704,*,,,,20.7g,0.0,0,0,17,2,0,4,0
7490,SDSS J030802.88-082625.3,47.01204,-8.44038,G,,,,21.3g,0.0,0,0,15,1,0,4,0
7491,WISEA J030802.89-075454.1,47.01205,-7.91504,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7492,SDSS J030802.89-081957.2,47.01207,-8.33256,G,,,,21.9g,0.0,0,0,15,1,0,4,0
7493,WISEA J030802.90-080026.4,47.0121,-8.00735,G,,,,21.0g,0.0,0,0,27,2,0,4,0
7494,WISEA J030802.90-074624.6,47.01211,-7.77352,*,,,,22.0g,0.0,0,0,17,2,0,4,0
7495,WISEA J030802.91-075123.6,47.01215,-7.85658,*,,,,20.7g,0.0,0,0,23,3,0,4,0
7496,WISEA J030802.91-082120.9,47.01216,-8.35583,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7497,WISEA J030802.92-082503.3,47.01217,-8.4176,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7498,SDSS J030802.95-082119.2,47.0123,-8.35535,G,,,,21.8g,0.0,0,0,15,1,0,4,0
7499,WISEA J030802.87-075520.1,47.01231,-7.92231,*,,,,23.7g,0.0,0,0,17,2,0,4,0
7500,WISEA J030802.95-074739.5,47.01232,-7.79432,*,,,,15.4g,0.0,0,0,29,5,0,4,0
7501,WISEA J030802.96-074350.1,47.01237,-7.7306,G,,,,19.6g,0.0,0,0,32,4,0,4,0
7502,WISEA J030802.97-074605.2,47.01241,-7.76814,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7503,WISEA J030802.98-072055.2,47.01242,-7.34868,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7504,WISEA J030803.01-074919.8,47.01257,-7.82218,G,,,,21.8g,0.0,0,0,27,2,0,4,0
7505,SDSS J030803.02-074611.1,47.01262,-7.76977,G,,,,23.3g,0.0,0,0,15,1,0,4,0
7506,SDSS J030803.03-072520.6,47.01263,-7.4224,G,,,,22.5g,0.0,0,0,15,1,0,4,0
7507,WISEA J030803.01-075023.2,47.01263,-7.83989,G,,,,22.9g,0.0,0,0,27,2,0,4,0
7508,WISEA J030803.03-081801.3,47.01265,-8.30062,G,,,,22.8g,0.0,0,0,27,2,0,4,0
7509,WISEA J030803.04-075305.8,47.01267,-7.88495,*,,,,21.1g,0.0,0,0,23,3,0,4,0
7510,WISEA J030803.04-081318.5,47.01269,-8.22183,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7511,WISEA J030803.04-080711.2,47.0127,-8.11979,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7512,WISEA J030803.05-074159.6,47.01273,-7.6999,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7513,WISEA J030803.06-082736.3,47.01275,-8.46011,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7514,WISEA J030803.06-081028.0,47.01276,-8.17445,G,,,,23.7g,0.0,0,0,27,2,0,4,0
7515,WISEA J030803.06-075838.4,47.01278,-7.97736,G,,,,22.0g,0.0,0,0,27,2,0,4,0
7516,WISEA J030803.06-072858.3,47.01278,-7.48288,G,,,,21.9g,0.0,0,0,32,4,0,4,0
7517,WISEA J030803.07-082011.3,47.01281,-8.33649,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7518,WISEA J030803.08-071824.2,47.01283,-7.30673,*,,,,16.5g,0.0,0,0,26,4,0,4,0
7519,WISEA J030803.08-075903.2,47.01286,-7.98424,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7520,WISEA J030803.08-072611.0,47.01287,-7.43639,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7521,WISEA J030803.10-075422.4,47.01292,-7.90624,IrS,,,,     ,0.0,0,0,12,1,0,0,0
7522,SDSS J030803.10-081307.1,47.01294,-8.21865,*,,,,24.0g,0.0,0,0,5,1,0,4,0
